enunciado,pergunta,NOME_CURSO,resposta,n,perc,categoria,tipo
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (99806),6,3,0.2727272727272727,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Música (Licenciatura) (118630),1,4,0.2222222222222222,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Música (Licenciatura) (118630),2,3,0.16666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Música (Licenciatura) (118630),3,4,0.2222222222222222,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Música (Licenciatura) (118630),4,2,0.1111111111111111,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Música (Licenciatura) (118630),5,4,0.2222222222222222,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Música (Licenciatura) (118630),6,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13410),1,1,0.011494252873563218,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13410),2,1,0.011494252873563218,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13410),3,16,0.1839080459770115,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13410),4,19,0.21839080459770116,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13410),5,31,0.3563218390804598,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13410),6,19,0.21839080459770116,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13452),2,3,0.11538461538461539,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13452),3,1,0.038461538461538464,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13452),4,6,0.23076923076923078,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13452),5,9,0.34615384615384615,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Pedagogia (Licenciatura) (13452),6,7,0.2692307692307692,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (1152881),1,1,0.030303030303030304,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (1152881),2,2,0.06060606060606061,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (1152881),3,1,0.030303030303030304,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (1152881),4,5,0.15151515151515152,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (1152881),5,10,0.30303030303030304,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (1152881),6,14,0.42424242424242425,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (99808),3,2,0.08,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (99808),4,5,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (99808),5,7,0.28,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Química (Licenciatura) (99808),6,11,0.44,Infraestrutura,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Arquitetura e Urbanismo (1129147),1,2,0.04081632653061224,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Arquitetura e Urbanismo (1129147),2,3,0.061224489795918366,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Arquitetura e Urbanismo (1129147),3,5,0.10204081632653061,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Arquitetura e Urbanismo (1129147),4,14,0.2857142857142857,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Arquitetura e Urbanismo (1129147),5,12,0.24489795918367346,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Arquitetura e Urbanismo (1129147),6,13,0.2653061224489796,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciência Da Computação (Bacharelado) (13446),1,1,0.015384615384615385,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciência Da Computação (Bacharelado) (13446),2,1,0.015384615384615385,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciência Da Computação (Bacharelado) (13446),3,3,0.046153846153846156,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciência Da Computação (Bacharelado) (13446),4,2,0.03076923076923077,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciência Da Computação (Bacharelado) (13446),5,15,0.23076923076923078,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciência Da Computação (Bacharelado) (13446),6,43,0.6615384615384615,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (1152882),1,1,0.03125,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (1152882),3,2,0.0625,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (1152882),4,3,0.09375,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (1152882),5,6,0.1875,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (1152882),6,20,0.625,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99802),1,1,0.02857142857142857,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99802),3,4,0.11428571428571428,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99802),4,6,0.17142857142857143,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99802),5,9,0.2571428571428571,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99802),6,15,0.42857142857142855,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99804),1,2,0.037037037037037035,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99804),3,3,0.05555555555555555,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99804),4,6,0.1111111111111111,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99804),5,8,0.14814814814814814,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Biológicas (Licenciatura) (99804),6,35,0.6481481481481481,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Bacharelado) (313436),2,1,0.16666666666666666,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Bacharelado) (313436),5,2,0.3333333333333333,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Bacharelado) (313436),6,3,0.5,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (1106595),1,2,0.0425531914893617,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (1106595),2,1,0.02127659574468085,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (1106595),3,3,0.06382978723404255,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (1106595),4,1,0.02127659574468085,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (1106595),5,12,0.2553191489361702,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (1106595),6,28,0.5957446808510638,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (13436),3,1,0.05555555555555555,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (13436),4,2,0.1111111111111111,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (13436),5,2,0.1111111111111111,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Ciências Sociais (Licenciatura) (13436),6,13,0.7222222222222222,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106561),2,1,0.037037037037037035,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106561),3,3,0.1111111111111111,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106561),4,6,0.2222222222222222,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106561),5,7,0.25925925925925924,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106561),6,10,0.37037037037037035,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106562),3,1,0.05555555555555555,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106562),4,1,0.05555555555555555,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106562),5,4,0.2222222222222222,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (1106562),6,12,0.6666666666666666,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (118562),1,1,0.03125,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (118562),2,2,0.0625,Curso em geral,nota
A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,41,Engenharia (118562),3,1,0.03125,Curso em geral,nota
